DESC,LINK,Type
 APIReference API_CreateConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateConnectPeer.html,code/API
 APIReference API_CreateCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateCoreNetwork.html,code/API
 APIReference API_CreateDevice,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateDevice.html,code/API
 APIReference API_CreateGlobalNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateGlobalNetwork.html,code/API
 APIReference API_CreateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateLink.html,code/API
 APIReference API_CreateSite,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateSite.html,code/API
 APIReference API_CreateSiteToSiteVpnAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateSiteToSiteVpnAttachment.html,code/API
 APIReference API_CreateTransitGatewayPeering,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateTransitGatewayPeering.html,code/API
 APIReference API_CreateTransitGatewayRouteTableAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateTransitGatewayRouteTableAttachment.html,code/API
 APIReference API_CreateVpcAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CreateVpcAttachment.html,code/API
 APIReference API_DeleteAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteAttachment.html,code/API
 APIReference API_DeleteConnection,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteConnection.html,code/API
 APIReference API_DeleteConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteConnectPeer.html,code/API
 APIReference API_DeleteCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteCoreNetwork.html,code/API
 APIReference API_DeleteCoreNetworkPolicyVersion,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteCoreNetworkPolicyVersion.html,code/API
 APIReference API_DeleteDevice,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteDevice.html,code/API
 APIReference API_DeleteGlobalNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteGlobalNetwork.html,code/API
 APIReference API_DeleteLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteLink.html,code/API
 APIReference API_DeletePeering,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeletePeering.html,code/API
 APIReference API_DeleteResourcePolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteResourcePolicy.html,code/API
 APIReference API_DeleteSite,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeleteSite.html,code/API
 APIReference API_DeregisterTransitGateway,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DeregisterTransitGateway.html,code/API
 APIReference API_DescribeGlobalNetworks,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DescribeGlobalNetworks.html,code/API
 APIReference API_DisassociateConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateConnectPeer.html,code/API
 APIReference API_DisassociateCustomerGateway,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateCustomerGateway.html,code/API
 APIReference API_DisassociateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateLink.html,code/API
 APIReference API_DisassociateTransitGatewayConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_DisassociateTransitGatewayConnectPeer.html,code/API
 APIReference API_ExecuteCoreNetworkChangeSet,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ExecuteCoreNetworkChangeSet.html,code/API
 APIReference API_GetConnectAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnectAttachment.html,code/API
 APIReference API_GetConnections,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnections.html,code/API
 APIReference API_GetConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnectPeer.html,code/API
 APIReference API_GetConnectPeerAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetConnectPeerAssociations.html,code/API
 APIReference API_GetCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetwork.html,code/API
 APIReference API_GetCoreNetworkChangeEvents,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetworkChangeEvents.html,code/API
 APIReference API_GetCoreNetworkChangeSet,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetworkChangeSet.html,code/API
 APIReference API_GetCoreNetworkPolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCoreNetworkPolicy.html,code/API
 APIReference API_GetCustomerGatewayAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetCustomerGatewayAssociations.html,code/API
 APIReference API_GetDevices,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetDevices.html,code/API
 APIReference API_GetLinkAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetLinkAssociations.html,code/API
 APIReference API_GetLinks,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetLinks.html,code/API
 APIReference API_GetNetworkResourceCounts,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetNetworkResourceCounts.html,code/API
 APIReference API_GetNetworkResourceRelationships,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetNetworkResourceRelationships.html,code/API
 APIReference API_GetNetworkResources,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetNetworkResources.html,code/API
 APIReference API_GetNetworkRoutes,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetNetworkRoutes.html,code/API
 APIReference API_GetNetworkTelemetry,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetNetworkTelemetry.html,code/API
 APIReference API_GetResourcePolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetResourcePolicy.html,code/API
 APIReference API_GetRouteAnalysis,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetRouteAnalysis.html,code/API
 APIReference API_GetSites,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetSites.html,code/API
 APIReference API_GetSiteToSiteVpnAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetSiteToSiteVpnAttachment.html,code/API
 APIReference API_GetTransitGatewayConnectPeerAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetTransitGatewayConnectPeerAssociations.html,code/API
 APIReference API_GetTransitGatewayConnectPeerAssociations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetTransitGatewayConnectPeerAssociations.html,code/API
 APIReference API_GetTransitGatewayRegistrations,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetTransitGatewayRegistrations.html,code/API
 APIReference API_GetTransitGatewayRouteTableAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetTransitGatewayRouteTableAttachment.html,code/API
 APIReference API_GetVpcAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GetVpcAttachment.html,code/API
 APIReference API_ListAttachments,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ListAttachments.html,code/API
 APIReference API_ListConnectPeers,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ListConnectPeers.html,code/API
 APIReference API_ListCoreNetworkPolicyVersions,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ListCoreNetworkPolicyVersions.html,code/API
 APIReference API_ListCoreNetworks,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ListCoreNetworks.html,code/API
 APIReference API_ListOrganizationServiceAccessStatus,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ListOrganizationServiceAccessStatus.html,code/API
 APIReference API_ListPeerings,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ListPeerings.html,code/API
 APIReference API_ListTagsForResource,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ListTagsForResource.html,code/API
 APIReference API_PutCoreNetworkPolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_PutCoreNetworkPolicy.html,code/API
 APIReference API_PutResourcePolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_PutResourcePolicy.html,code/API
 APIReference API_RegisterTransitGateway,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RegisterTransitGateway.html,code/API
 APIReference API_RejectAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RejectAttachment.html,code/API
 APIReference API_RestoreCoreNetworkPolicyVersion,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RestoreCoreNetworkPolicyVersion.html,code/API
 APIReference API_StartOrganizationServiceAccessUpdate,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_StartOrganizationServiceAccessUpdate.html,code/API
 APIReference API_StartRouteAnalysis,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_StartRouteAnalysis.html,code/API
 APIReference API_TagResource,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_TagResource.html,code/API
 APIReference API_UntagResource,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UntagResource.html,code/API
 APIReference API_UpdateConnection,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateConnection.html,code/API
 APIReference API_UpdateCoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateCoreNetwork.html,code/API
 APIReference API_UpdateDevice,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateDevice.html,code/API
 APIReference API_UpdateGlobalNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateGlobalNetwork.html,code/API
 APIReference API_UpdateLink,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateLink.html,code/API
 APIReference API_UpdateNetworkResourceMetadata,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateNetworkResourceMetadata.html,code/API
 APIReference API_UpdateSite,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateSite.html,code/API
 APIReference API_UpdateVpcAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_UpdateVpcAttachment.html,code/API
 APIReference API_Types,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Types.html,code/API
 APIReference API_AccountStatus,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AccountStatus.html,code/API
 APIReference API_Attachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Attachment.html,code/API
 APIReference API_AWSLocation,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_AWSLocation.html,code/API
 APIReference API_Bandwidth,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Bandwidth.html,code/API
 APIReference API_BgpOptions,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_BgpOptions.html,code/API
 APIReference API_ConnectAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectAttachment.html,code/API
 APIReference API_ConnectAttachmentOptions,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectAttachmentOptions.html,code/API
 APIReference API_Connection,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Connection.html,code/API
 APIReference API_ConnectionHealth,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectionHealth.html,code/API
 APIReference API_ConnectPeer,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectPeer.html,code/API
 APIReference API_ConnectPeerAssociation,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectPeerAssociation.html,code/API
 APIReference API_ConnectPeerBgpConfiguration,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectPeerBgpConfiguration.html,code/API
 APIReference API_ConnectPeerConfiguration,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectPeerConfiguration.html,code/API
 APIReference API_ConnectPeerSummary,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ConnectPeerSummary.html,code/API
 APIReference API_CoreNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetwork.html,code/API
 APIReference API_CoreNetworkChange,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkChange.html,code/API
 APIReference API_CoreNetworkChangeEvent,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkChangeEvent.html,code/API
 APIReference API_CoreNetworkChangeEventValues,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkChangeEventValues.html,code/API
 APIReference API_CoreNetworkChangeValues,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkChangeValues.html,code/API
 APIReference API_CoreNetworkEdge,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkEdge.html,code/API
 APIReference API_CoreNetworkPolicy,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkPolicy.html,code/API
 APIReference API_CoreNetworkPolicyError,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkPolicyError.html,code/API
 APIReference API_CoreNetworkPolicyVersion,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkPolicyVersion.html,code/API
 APIReference API_CoreNetworkSegment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkSegment.html,code/API
 APIReference API_CoreNetworkSegmentEdgeIdentifier,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkSegmentEdgeIdentifier.html,code/API
 APIReference API_CoreNetworkSummary,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CoreNetworkSummary.html,code/API
 APIReference API_CustomerGatewayAssociation,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_CustomerGatewayAssociation.html,code/API
 APIReference API_Device,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Device.html,code/API
 APIReference API_GlobalNetwork,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_GlobalNetwork.html,code/API
 APIReference API_Link,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Link.html,code/API
 APIReference API_LinkAssociation,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_LinkAssociation.html,code/API
 APIReference API_Location,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Location.html,code/API
 APIReference API_NetworkResource,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_NetworkResource.html,code/API
 APIReference API_NetworkResourceCount,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_NetworkResourceCount.html,code/API
 APIReference API_NetworkResourceSummary,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_NetworkResourceSummary.html,code/API
 APIReference API_NetworkRoute,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_NetworkRoute.html,code/API
 APIReference API_NetworkRouteDestination,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_NetworkRouteDestination.html,code/API
 APIReference API_NetworkTelemetry,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_NetworkTelemetry.html,code/API
 APIReference API_OrganizationStatus,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_OrganizationStatus.html,code/API
 APIReference API_PathComponent,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_PathComponent.html,code/API
 APIReference API_Peering,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Peering.html,code/API
 APIReference API_ProposedSegmentChange,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ProposedSegmentChange.html,code/API
 APIReference API_Relationship,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Relationship.html,code/API
 APIReference API_RouteAnalysis,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RouteAnalysis.html,code/API
 APIReference API_RouteAnalysisCompletion,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RouteAnalysisCompletion.html,code/API
 APIReference API_RouteAnalysisEndpointOptions,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RouteAnalysisEndpointOptions.html,code/API
 APIReference API_RouteAnalysisEndpointOptionsSpecification,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RouteAnalysisEndpointOptionsSpecification.html,code/API
 APIReference API_RouteAnalysisPath,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RouteAnalysisPath.html,code/API
 APIReference API_RouteTableIdentifier,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_RouteTableIdentifier.html,code/API
 APIReference API_Site,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Site.html,code/API
 APIReference API_SiteToSiteVpnAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_SiteToSiteVpnAttachment.html,code/API
 APIReference API_Tag,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_Tag.html,code/API
 APIReference API_TransitGatewayConnectPeerAssociation,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_TransitGatewayConnectPeerAssociation.html,code/API
 APIReference API_TransitGatewayPeering,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_TransitGatewayPeering.html,code/API
 APIReference API_TransitGatewayRegistration,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_TransitGatewayRegistration.html,code/API
 APIReference API_TransitGatewayRegistrationStateReason,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_TransitGatewayRegistrationStateReason.html,code/API
 APIReference API_TransitGatewayRouteTableAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_TransitGatewayRouteTableAttachment.html,code/API
 APIReference API_ValidationExceptionField,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_ValidationExceptionField.html,code/API
 APIReference API_VpcAttachment,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_VpcAttachment.html,code/API
 APIReference API_VpcOptions,https://docs.aws.amazon.com/networkmanager/latest/APIReference/API_VpcOptions.html,code/API
 APIReference CommonParameters,https://docs.aws.amazon.com/networkmanager/latest/APIReference/CommonParameters.html,code/API
 APIReference CommonErrors,https://docs.aws.amazon.com/networkmanager/latest/APIReference/CommonErrors.html,code/API
 reachability what-is-reachability-analyzer,https://docs.aws.amazon.com/vpc/latest/reachability/what-is-reachability-analyzer.html,text-based
 reachability how-reachability-analyzer-works,https://docs.aws.amazon.com/vpc/latest/reachability/how-reachability-analyzer-works.html,text-based
 reachability getting-started,https://docs.aws.amazon.com/vpc/latest/reachability/getting-started.html,text-based
 reachability getting-started-cli,https://docs.aws.amazon.com/vpc/latest/reachability/getting-started-cli.html,text-based
 reachability explanation-codes,https://docs.aws.amazon.com/vpc/latest/reachability/explanation-codes.html,text-based
 reachability additional-detail-codes,https://docs.aws.amazon.com/vpc/latest/reachability/additional-detail-codes.html,text-based
 reachability multi-account,https://docs.aws.amazon.com/vpc/latest/reachability/multi-account.html,text-based
 reachability identity-access-management,https://docs.aws.amazon.com/vpc/latest/reachability/identity-access-management.html,text-based
 reachability security_iam_service-with-iam,https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_service-with-iam.html,text-based
 reachability security_iam_required-API-permissions,https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html,code/API
 reachability using-service-linked-roles,https://docs.aws.amazon.com/vpc/latest/reachability/using-service-linked-roles.html,text-based
 reachability security-iam-awsmanpol,https://docs.aws.amazon.com/vpc/latest/reachability/security-iam-awsmanpol.html,text-based
 reachability cross-account-access-roles,https://docs.aws.amazon.com/vpc/latest/reachability/cross-account-access-roles.html,text-based
 reachability reachability-analyzer-limits,https://docs.aws.amazon.com/vpc/latest/reachability/reachability-analyzer-limits.html,text-based
 reachability doc-history,https://docs.aws.amazon.com/vpc/latest/reachability/doc-history.html,text-based
 infrastructure-performance what-is-nmip,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/what-is-nmip.html,text-based
 infrastructure-performance how-nmip-works,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/how-nmip-works.html,text-based
 infrastructure-performance getting-started-nmip-console,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/getting-started-nmip-console.html,text-based
 infrastructure-performance nmip-subscriptions-cw,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/nmip-subscriptions-cw.html,text-based
 infrastructure-performance identity-access-management,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/identity-access-management.html,text-based
 infrastructure-performance security_iam_service-with-iam,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/security_iam_service-with-iam.html,text-based
 infrastructure-performance security_iam_create-iam-policy,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/security_iam_create-iam-policy.html,text-based
 infrastructure-performance doc-history,https://docs.aws.amazon.com/network-manager/latest/infrastructure-performance/doc-history.html,text-based
 network-access-analyzer what-is-network-access-analyzer,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/what-is-network-access-analyzer.html,text-based
 network-access-analyzer how-network-access-analyzer-works,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/how-network-access-analyzer-works.html,text-based
 network-access-analyzer getting-started,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/getting-started.html,text-based
 network-access-analyzer getting-started-cli,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/getting-started-cli.html,text-based
 network-access-analyzer working-with-network-access-scopes,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/working-with-network-access-scopes.html,text-based
 network-access-analyzer identity-access-management,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/identity-access-management.html,text-based
 network-access-analyzer security_iam_service-with-iam,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/security_iam_service-with-iam.html,text-based
 network-access-analyzer security_iam_required-API-permissions,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/security_iam_required-API-permissions.html,code/API
 network-access-analyzer security-iam-awsmanpol,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/security-iam-awsmanpol.html,text-based
 network-access-analyzer network-access-analyzer-limits,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/network-access-analyzer-limits.html,text-based
 network-access-analyzer doc-history,https://docs.aws.amazon.com/vpc/latest/network-access-analyzer/doc-history.html,text-based
 APIReference API_DescribeAwsNetworkPerformanceMetricSubscriptions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeAwsNetworkPerformanceMetricSubscriptions.html,code/API
 APIReference API_DisableAwsNetworkPerformanceMetricSubscription,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisableAwsNetworkPerformanceMetricSubscription.html,code/API
 APIReference API_EnableAwsNetworkPerformanceMetricSubscription,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_EnableAwsNetworkPerformanceMetricSubscription.html,code/API
 APIReference API_GetAwsNetworkPerformanceData,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetAwsNetworkPerformanceData.html,code/API
 APIReference API_CreateNetworkInsightsAccessScope,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkInsightsAccessScope.html,code/API
 APIReference API_DeleteNetworkInsightsAccessScope,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkInsightsAccessScope.html,code/API
 APIReference API_DeleteNetworkInsightsAccessScopeAnalysis,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkInsightsAccessScopeAnalysis.html,code/API
 APIReference API_DescribeNetworkInsightsAccessScopeAnalyses,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNetworkInsightsAccessScopeAnalyses.html,code/API
 APIReference API_DescribeNetworkInsightsAccessScopes,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNetworkInsightsAccessScopes.html,code/API
 APIReference API_GetNetworkInsightsAccessScopeAnalysisFindings,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetNetworkInsightsAccessScopeAnalysisFindings.html,code/API
 APIReference API_GetNetworkInsightsAccessScopeContent,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetNetworkInsightsAccessScopeContent.html,code/API
 APIReference API_StartNetworkInsightsAccessScopeAnalysis,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_StartNetworkInsightsAccessScopeAnalysis.html,code/API
 APIReference API_CreateNetworkInsightsPath,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkInsightsPath.html,code/API
 APIReference API_DeleteNetworkInsightsAnalysis,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkInsightsAnalysis.html,code/API
 APIReference API_DeleteNetworkInsightsPath,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkInsightsPath.html,code/API
 APIReference API_DescribeNetworkInsightsAnalyses,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNetworkInsightsAnalyses.html,code/API
 APIReference API_DescribeNetworkInsightsPaths,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNetworkInsightsPaths.html,code/API
 APIReference API_EnableReachabilityAnalyzerOrganizationSharing,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_EnableReachabilityAnalyzerOrganizationSharing.html,code/API
 APIReference API_StartNetworkInsightsAnalysis,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_StartNetworkInsightsAnalysis.html,code/API
